"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","y"
1.816623,2.314939,0.320243,-1.506632,-1.401168,-0.443857,-0.198815,-0.605441,-1.023288,1.349803,-0.381358,0.896502,0.109724,-0.138158,0.848028,1.513742,-0.420469,0.280107,0.309456,-0.703351,-1.4028,-1.453902,-1.334807,-1.343036,-1.174618,-0.87217,-0.812623,-0.590866,-1.207514,-0.986371,-0.903471,-0.969917,-0.501116,-0.837911,4.473582,4.402149,1.645095,0.032797,2.304181,0.21135,-0.513749,-0.218238,0.850746,0.888488,1.10227,-0.442413,0.612427,0.0904,0.039,0.147679,-0.007007,1.934789,2.150802,-0.553887,0.284865,-0.150924,0.116311,-1.366087,-0.889309,-0.601985,-0.325375,-0.434823,-0.873712,-0.278122,-0.806671,-0.610461,-0.483943,-0.381068,28.61
0.408663,0.310245,-0.348831,-0.036002,0.670316,-0.301304,-0.625013,0.498223,0.267789,-0.878057,-0.000644,0.099317,-0.152029,1.154452,-1.118209,1.038318,-0.074337,0.298926,0.467397,-0.634768,0.761995,0.584488,-0.322004,-0.603692,-0.842209,-0.760446,-0.283138,-0.670069,-0.03113,-1.05218,-0.166154,0.450834,-0.352735,-0.435296,1.004182,0.777809,-0.669449,0.71713,-0.019573,-1.104031,-0.891788,-1.137722,-1.20939,-0.796631,-0.926801,-0.989849,-0.912343,-1.041048,-0.555346,-0.724091,-1.148223,2.162298,2.302283,-0.272295,-0.405841,0.087564,0.624866,-1.32236,-1.163757,-1.179969,-0.767803,-0.831026,-0.802506,-1.015261,-0.627195,-0.618322,-0.703001,-0.746651,33.66
-0.335598,-0.342826,-0.813587,0.480236,0.396853,-0.84053,-0.916457,-2.690871,-5.281537,-5.593823,-0.250353,2.127152,1.557309,1.169599,-0.942691,-1.268196,2.189773,-0.976077,-0.989452,-0.893772,0.216378,-0.892049,-0.298104,-0.808163,-0.204905,0.014142,0.659131,3.202406,2.270745,1.277401,2.719877,1.576198,3.675778,0.072887,-0.745945,-1.237239,-1.279794,0.618207,-0.974029,-0.83942,-0.520347,1.590612,1.871461,4.19312,5.168508,3.338359,2.036214,1.643742,3.307745,3.304175,1.064956,-0.686548,-1.04839,-0.891219,-0.5299,-1.025509,-1.293545,-0.810051,0.904192,2.324242,1.51928,5.010311,5.184758,2.27007,3.464564,1.421777,4.781774,0.307364,54.68
-0.289956,0.05392,-0.182638,-0.248795,1.034917,-0.235852,-0.108221,-0.755215,-0.172411,0.122527,1.031463,1.858341,-0.068947,-3.29333,-2.705601,0.276273,0.469756,-0.463944,-0.030395,-0.155666,0.238947,0.440913,0.468462,-0.600577,-0.629412,-0.556102,-0.514601,1.678163,1.879864,0.11656,2.534516,1.249474,1.408006,-0.47228,-0.401385,0.724333,0.71588,0.756083,0.450997,-0.154278,-0.111709,-0.25007,-0.231031,-0.915577,0.199305,0.866806,-0.966264,0.518204,0.630246,1.207495,-0.171448,-0.651055,0.347036,0.74645,-0.397794,0.29415,0.92255,-0.967615,-1.100303,-0.751437,-0.685135,0.929396,0.646915,-0.096441,2.055288,0.495983,0.255458,-0.353498,44.41
-0.259215,-0.016307,-0.469867,-1.164638,0.355255,-0.305824,-0.414179,0.476125,-0.313978,-0.231573,-1.457465,-0.709127,-0.427116,-1.76241,-1.290911,-0.529342,-0.56163,-0.552741,-0.364389,-0.756974,-0.589608,-0.417023,-1.135847,-0.732902,-0.610322,-0.738172,-0.024776,-0.846625,-0.286634,-0.290173,0.639327,0.365651,0.592047,0.49505,-0.442978,0.586099,0.205627,-0.729722,0.503166,0.093178,-0.271616,0.086896,-0.558365,-0.350713,-0.722,-0.337902,-0.556144,0.3077,0.831215,0.460309,1.478971,-0.529967,0.115322,-0.595941,0.187294,0.710135,-0.825881,-0.573637,-0.359577,-0.487349,1.25811,-0.363974,-0.211768,-0.391673,0.198726,1.354098,0.166626,1.35591,44.41
0.423201,-0.021046,0.039721,-0.176358,0.461363,-0.910318,0.045498,-0.207033,0.20416,0.855065,-0.94873,0.057739,-1.239894,-2.553978,0.385915,-0.119612,1.392977,-0.106018,-0.337402,-0.457669,-0.445896,0.654793,-0.230594,-0.534771,-0.079596,-0.082245,0.080981,0.266623,0.590584,0.466102,0.754884,0.75722,2.552448,2.305454,-0.111721,-0.950552,0.190495,0.399904,2.929461,0.582119,-0.973168,-0.470246,-0.503804,-0.329601,-0.00023,0.008369,1.056889,1.211418,0.804263,0.936865,2.041143,-0.702212,-1.701551,-0.36505,0.023671,3.220879,0.325672,-0.671405,-0.589838,0.585605,0.021848,0.766841,0.013443,0.261531,0.199648,1.073681,0.952872,1.348816,44.41
-0.478641,-0.120857,-0.579869,-0.700363,0.5875,0.190436,-0.205028,-0.615283,-0.210278,0.53856,-0.778032,0.101447,0.230749,-0.050601,-0.077129,-0.734427,0.047783,-0.745133,-0.339756,-0.705429,-0.451742,0.669939,-0.244712,-0.612518,0.68195,-0.123588,-0.124756,-0.093096,0.105076,-0.97252,-0.163659,0.132567,-0.325354,0.053765,-0.457523,0.555185,0.202894,-0.7513,0.479381,0.160403,-0.32206,1.07878,-0.776128,-0.286922,0.346666,0.380314,0.929118,0.371515,-0.583016,0.139751,-0.52985,-0.839727,0.433654,-0.101063,0.092071,0.862443,0.309001,-0.638806,0.694575,0.347274,-0.627556,-0.374578,0.132777,-0.433693,-0.227324,0.116867,-0.450768,-0.440622,44.41
-0.362523,0.092226,-0.511917,0.137678,0.090534,0.586497,0.226988,0.400583,1.104687,-0.969183,-0.567788,-0.224945,0.363139,1.126844,-1.402581,-2.531357,-0.552089,-0.319483,-0.011437,-0.710657,0.237316,0.195727,1.060302,-0.197489,-0.259883,0.491522,1.986246,0.469909,2.117967,2.92713,3.398337,1.705238,2.647531,0.671176,-0.315836,0.67448,0.294216,0.066705,0.908476,1.565386,-0.835416,-0.589792,-0.175539,0.432749,-0.265631,0.180298,0.734853,1.433436,0.412159,1.176886,-0.186383,-0.470538,0.176005,-0.356745,0.161142,0.000596,0.890538,-1.11498,-0.743415,-0.247542,1.239535,-0.219145,1.822037,0.914383,2.908218,0.825123,0.966082,0.284445,44.41
0.732153,0.744112,0.567454,-0.018775,0.584802,-1.71528,1.657293,-0.073149,0.783554,0.569386,0.25704,0.27147,0.30233,0.70691,0.255524,0.930615,0.183893,1.088227,1.199565,0.726692,0.202373,1.143107,0.380104,2.801954,-0.543494,0.937811,0.545713,0.280371,0.624233,-0.058874,0.417665,-0.014488,-0.055717,-0.519056,0.00364,0.812233,0.26429,0.449506,0.902793,-0.973633,0.368366,-0.85099,-0.536671,-0.518135,-0.886745,-0.262591,-1.11691,-0.689618,-0.659233,-0.638944,-0.896703,-0.445018,-0.11481,0.167807,0.149071,-0.117337,-0.853275,1.979461,-0.681908,-0.254682,-0.327161,-0.547229,-0.516127,-0.197659,-0.366526,-0.472495,-0.527366,-0.429761,36.7
-0.98164,0.444809,-0.303359,4.54293,-1.1816,2.848345,0.616573,-0.995275,0.250624,-0.732346,-1.214839,-0.618964,-0.659646,0.64936,0.556033,-0.345549,-0.862884,-1.151416,-0.452959,-0.897163,5.34026,-0.242,0.178178,0.449371,-0.91348,-0.529288,-0.673615,-1.290864,-1.018886,-1.542358,-0.817731,-0.742084,-1.182064,-1.368389,-0.883264,2.142736,1.799218,2.667003,1.790537,3.60126,0.43868,-0.486409,-0.104319,0.162113,0.113426,-0.331067,-0.408012,-0.165014,0.084442,-0.129922,-0.27366,-0.850697,0.608414,-0.182807,-0.949018,-0.462275,1.591046,0.821635,-0.39046,-0.178741,0.389687,-0.590746,-0.103605,-1.017445,0.373013,0.083369,-0.449183,0.130831,9.03
4.701566,4.302355,3.354509,2.352447,0.131287,-1.464572,0.302351,-0.577926,0.568539,-0.95585,0.514416,-0.125673,0.21222,-0.092346,0.432368,0.469969,0.869984,8.617715,8.610597,2.059031,2.308024,0.870001,1.25851,0.782324,1.523358,0.344957,1.399781,1.148786,0.294403,1.069337,0.547124,0.425156,-0.005761,-0.192583,1.046616,0.280869,-0.314879,-0.863113,-0.67569,-0.942391,-0.634698,-0.582404,-0.799312,-0.742631,-0.627745,-1.297572,-0.887335,-0.678264,-1.032605,-0.410328,-1.209104,1.139271,0.125719,-2.525,-0.731077,-0.986265,-0.291618,-1.239534,-0.019885,-1.060059,-0.214165,-0.552548,-0.762512,-0.154881,-0.870775,-0.75089,-0.190656,-0.904284,39.91
-0.512168,-0.87045,-0.985644,-0.65659,0.326136,0.422961,0.940682,-0.036177,0.560791,-0.498851,-0.016128,0.909182,-0.188163,-1.648931,-0.185596,-0.211022,-1.410282,-0.272648,-0.784297,-0.914925,-0.656094,-1.172005,-0.731091,-1.370757,-1.179172,-1.43367,-1.398513,-1.272704,-1.305896,-1.058363,-0.921881,-1.084323,-0.927875,-0.751103,-0.401345,-0.931132,-1.43699,0.364595,-1.524316,-1.502722,-1.172131,-0.871099,-1.127707,-0.97176,-0.644249,-1.024491,-0.742017,-0.630837,-0.48391,-0.442328,-0.142182,0.53571,-0.452634,-1.176419,0.01093,-1.170628,-0.732713,-1.189871,-0.953384,-1.072045,-1.149386,-0.963975,-1.399127,-0.858703,-0.909115,-0.918081,-0.709339,-0.751254,39.91
-0.757822,-1.005112,-1.042816,-0.558171,-0.160917,0.577645,0.813478,0.179122,0.307675,0.663167,-0.260001,-0.597351,-0.446095,-2.592839,-0.927639,0.145925,-0.200973,-0.813101,-1.134473,-0.946314,-0.890901,-1.514713,-0.673741,-0.654709,-0.592603,-0.750385,-0.210632,-0.255845,-0.141366,0.021273,-0.267291,-0.649998,-0.289884,-0.251875,-0.631987,-1.118142,-1.624806,0.249418,-1.342926,-0.903173,-0.604978,-0.765236,-0.602239,-0.17381,0.03241,-0.42112,-0.431122,0.135035,0.115706,0.917834,1.791298,-0.662143,-1.334515,-1.65167,0.032724,-1.628429,-0.860824,-0.563752,-0.737586,-0.810305,-0.673517,-0.555243,0.051394,-0.352172,-0.664337,-0.864131,0.106911,-0.604655,39.91
0.661132,-0.162882,0.154434,0.263772,0.550972,-0.149746,1.229439,-0.342453,0.30488,-0.574486,-0.385696,1.134003,0.387055,-1.512288,-0.268065,-0.468032,-0.972561,1.806699,1.044039,1.081279,0.211075,-1.261848,-0.442726,-0.837129,-1.140854,-1.120499,-1.061304,-0.981947,-0.948496,-0.644814,-1.194746,-0.397413,-0.24059,-0.498697,0.021912,-0.867946,-0.680413,-0.19055,-1.742318,-0.957656,-1.160203,-1.143314,-1.145856,-0.951535,-0.468038,-0.042259,-0.446351,-0.22666,-0.032246,0.388626,0.825984,0.006597,-0.997312,-0.253166,-0.446412,-1.703676,-0.94294,-0.852697,-0.905688,-0.852276,-1.065255,-0.892199,-0.879787,-0.795594,-1.21987,-0.577447,0.118789,0.177522,39.91
0.011607,0.443591,0.402823,-1.048004,-0.195513,-0.889745,-2.263715,0.495972,-1.193488,1.261249,-0.249052,-1.14192,1.010391,-2.865793,-2.062962,-4.171775,-2.897239,-0.39555,-0.209467,-0.390545,-0.317955,0.450624,-0.35997,1.230979,-0.058956,-0.369374,-1.132693,-1.356505,-1.730221,-0.776176,-0.644497,-0.596274,0.131791,1.760125,-0.138207,0.286022,1.984193,-0.869839,1.515135,-0.11052,3.13784,2.24869,1.506892,2.061452,1.361701,0.215659,1.172229,0.846154,1.434208,3.889623,3.677863,-0.344229,0.175836,0.846483,0.127612,0.82174,0.09826,4.952606,2.440297,0.862551,0.794114,0.755187,0.316405,2.502158,1.065644,1.172594,2.033766,4.137335,19.75
-1.188315,-0.765504,-0.941674,3.129064,-1.019739,1.727933,1.466804,1.438862,1.863335,0.959939,0.097627,-0.257614,-0.996617,-1.437202,-0.518768,-0.499848,-1.026842,-1.185461,-0.606614,-0.901477,3.789064,1.316156,0.424048,-0.310453,-0.860987,-0.811632,-0.392585,1.407007,0.612535,0.384835,-0.811696,0.295047,1.685942,2.087085,-0.93832,0.30748,-0.072646,2.064499,0.873953,0.37679,-0.584322,-0.463954,-0.637264,0.13936,0.832292,0.012614,0.492218,0.083399,-0.158604,1.012654,1.050061,-0.91834,0.549596,-0.01537,-0.525877,0.432236,0.75631,-0.222544,-0.224844,-0.473874,-0.176845,1.893579,1.184829,0.840667,0.291604,0.885226,2.236578,2.401949,19.75
-1.121049,-0.723282,-0.244419,1.574136,-2.27506,1.522599,1.293187,0.988877,1.159074,0.061926,0.183226,0.109945,0.073686,-0.460528,-0.880365,-0.474887,-0.468017,-0.994652,-0.378577,-0.11275,2.113734,2.610777,1.773031,2.188987,1.353745,2.050468,3.397827,3.009826,1.955862,1.65339,2.07565,1.247536,2.393946,1.884591,-0.782248,0.26462,1.569493,0.50163,1.168436,0.581308,1.031087,1.029384,0.743679,0.65589,0.48858,0.166528,0.633172,0.829994,0.374161,0.75396,1.241402,-0.832863,0.469589,1.600277,-0.344147,0.534094,1.832503,0.656442,1.656617,2.299385,2.448514,2.138181,1.053641,1.588518,1.931118,0.799259,2.024066,0.902478,19.75
0.044528,-0.000807,-0.38279,-1.267999,-0.186318,-0.054285,-1.690234,-0.307383,-0.633677,-0.583574,-1.300158,2.097039,1.011624,-0.25144,-1.830248,-0.651683,-0.665875,-0.176726,-0.585362,-0.764343,-1.133322,-0.806747,-1.270628,-1.246698,-2.006868,-2.372394,-1.916016,-2.431875,-2.744188,-3.068453,-1.641733,-1.787717,-1.057546,0.000618,0.060739,-0.863388,-0.282806,0.39486,0.499368,-0.142012,1.162811,-0.27994,0.249229,1.13491,-0.05605,-0.577755,-1.033146,0.256391,1.204279,3.946738,4.32701,0.6822,-0.103001,-0.374164,0.034736,-0.539835,0.43289,0.436566,0.034002,0.619079,0.97015,0.37307,0.179282,0.205822,1.503578,1.233779,2.353134,3.286288,13.75
0.207894,1.168502,0.041949,-0.654613,0.3476,-0.907685,-0.335696,-0.631203,0.44203,0.677759,0.590085,-0.330312,0.514714,-0.96302,-0.907248,0.434189,1.676581,0.024741,0.307766,-0.56102,0.307472,0.37163,1.009986,0.376288,0.365953,-0.174202,0.804221,-0.475945,1.309983,0.859921,0.943942,0.942196,2.633986,2.312674,-0.166416,1.496437,1.188409,1.880384,2.209834,0.755655,0.275461,0.069584,0.561865,0.473314,0.187792,0.775871,-0.146172,1.162711,1.509573,2.11681,2.623182,-0.384474,0.003844,-0.553981,-0.131235,0.509816,0.698154,0.834455,0.792763,0.482807,1.480464,0.740717,1.84213,1.097597,0.90404,1.730779,3.13852,1.865192,13.75
0.611704,1.62116,0.183613,-1.364017,0.539343,-2.343884,-2.063948,-2.220285,-0.031481,-1.377739,-0.166438,-2.711357,-1.892257,-1.976471,-1.569029,0.127473,-0.844441,-0.490437,-0.286204,-0.612271,-0.388112,-0.139589,-0.938125,-0.700794,-0.72158,-0.920595,-0.508384,0.424402,-0.263757,0.28283,1.197061,1.100394,2.108743,1.340673,-0.154836,1.098325,0.875902,1.458071,1.525674,-0.386058,0.06836,0.194786,0.295989,1.182065,0.618124,1.217281,1.137032,1.566705,3.836975,7.124747,3.123954,-0.67769,0.199623,-0.514664,0.342871,0.758032,-0.763356,0.691106,-0.046389,0.188158,0.799234,1.926947,1.612049,2.036062,3.894729,3.143604,4.232226,3.252381,13.75
-0.295317,-0.643808,-0.797269,-0.352015,-2.640916,1.042835,0.644827,-0.746275,-0.104698,-0.702137,0.111991,-1.093032,-0.628045,1.127717,0.927652,0.076815,-0.842151,-0.240613,-0.728451,-0.575738,-0.910751,-0.540058,0.262041,-0.501815,-0.192674,0.16069,1.33391,0.725168,0.035036,0.451362,0.37053,-0.852097,-1.335251,0.075248,-0.331864,-0.958365,-1.020947,-0.290594,0.074535,0.132082,2.151916,-0.540467,0.432419,2.295794,0.697876,0.100389,1.579988,-0.163168,-0.628667,-0.593772,-0.285664,-0.201435,-1.312875,-0.614262,0.049153,-1.406165,0.803159,-0.399352,-0.917656,0.019258,1.361054,0.046945,0.032732,-0.047408,-0.104505,-0.815507,-0.803977,-0.443806,39.91
-0.530431,-0.682081,-0.893232,-0.841424,-0.975061,1.16122,0.926434,-2.001433,-2.825578,-2.474068,0.75371,-1.117848,-1.477936,-0.364483,-1.868434,1.134254,2.651407,-0.938134,-1.228718,-0.927061,-1.251202,-1.843745,-1.440499,-1.425637,-1.035598,-0.875929,-1.410665,-1.203301,-1.337595,-1.534933,-1.209604,-1.259786,-1.705496,-1.010877,-0.41577,-1.298613,-1.310322,0.266233,-1.382669,-0.338716,-0.784555,-0.633297,0.885471,0.174636,-0.634974,-0.38065,-0.534169,-1.01928,-0.344416,-1.117555,-0.930383,-0.675284,-1.614369,-0.765307,0.014953,-1.138679,0.193419,-0.002898,0.177991,0.481787,-0.554941,-0.364377,-0.873293,-1.012671,-1.136619,-0.687341,-0.894038,-1.049307,23.76
-0.549512,-0.725751,-0.846991,-0.780848,-0.324383,0.014011,0.751075,1.827381,1.232126,-1.734788,1.6022,-0.563612,0.177556,-0.573292,-0.846446,0.824629,-1.627914,-0.557918,-0.866226,-0.898979,-1.156708,-1.117771,-1.026804,-0.69123,-0.3382,-0.141031,-1.331931,-1.243582,-1.210944,-1.13812,-0.649116,-1.376548,-1.528063,-1.105792,-0.235136,-0.977219,-1.25342,0.237368,-0.921466,0.044606,0.206695,4.428505,2.422386,0.986374,-0.199563,0.380427,-0.258082,1.755899,0.612568,-0.195086,-0.248895,0.117711,-1.10444,-1.977835,0.031718,-1.45515,0.68678,0.837179,1.961999,1.822413,0.319725,0.498442,0.810293,0.579298,1.323457,0.175217,-0.370348,-0.042566,23.76
-0.440965,0.899178,-0.164254,-1.438996,-1.41376,0.353875,-1.727725,-3.426896,-2.413393,-0.913774,1.609195,0.960258,0.585809,1.619655,2.436395,1.993685,1.509015,-0.864137,-0.461291,-0.661034,-0.798175,0.987547,-0.196625,1.195019,2.475553,0.969919,2.575894,2.348981,1.128274,1.454722,3.325139,4.568166,2.214841,1.122778,-0.5246,1.81953,1.732371,1.876461,3.517129,1.305317,2.410573,2.511883,1.6136,3.679911,2.528891,1.18018,2.514761,3.096812,3.840044,2.088214,1.700572,-0.589103,0.326809,-0.019849,0.410265,0.777931,0.103273,2.986605,2.00398,2.178427,4.414944,3.731849,2.753253,2.470639,4.130556,4.660141,2.862798,2.123379,-6.17
-0.623653,0.587171,-0.133342,0.683427,0.360146,0.730315,-1.293924,-0.38741,-0.72164,-0.321837,-0.262343,-1.171393,-1.457752,-0.975308,0.039867,-0.326229,-1.967801,-0.815537,-0.378396,-0.579938,2.221008,0.648984,-0.382143,-0.088209,-0.352473,0.067317,0.079289,-0.046092,-0.282254,0.486439,1.055644,1.435167,-0.279705,4.026903,-0.499556,1.813415,1.684826,4.026422,2.573203,1.996438,0.821448,0.557898,0.262054,0.219318,0.162074,-0.054275,0.400102,1.517124,1.988296,1.840287,3.631156,-0.640964,0.382746,0.805331,0.75696,1.008284,1.109325,1.29844,0.63842,1.865524,2.624328,1.369886,1.323802,1.947723,1.883274,1.837725,1.452583,5.977184,-6.17
